P,E,T
266,60,2
266,67,3
267,60,0
267,60,3
267,60,1
267,60,5
267,60,2
267,67,3
268,60,3
269,60,1
270,60,3
271,60,3
272,60,3
273,60,0
273,60,3
273,60,5
274,60,3
274,60,3
274,60,1
274,67,3
275,60,3
275,60,1
276,60,3
276,60,1
276,60,3
276,60,1
276,60,2
276,67,1
277,60,3
277,60,1
277,60,2
277,67,1
278,60,3
278,60,1
278,60,2
278,67,1
279,60,3
279,60,1
279,60,2
279,67,1
280,60,3
280,60,1
280,60,2
280,67,1
281,60,3
281,60,1
281,60,2
281,67,1
282,60,3
282,60,1
282,60,2
282,67,1
283,60,3
283,60,3
283,60,1
283,60,1
283,60,2
283,60,2
283,67,3
283,67,1
283,67,1
284,60,3
284,60,1
284,60,2
284,67,3
284,67,1
285,60,3
285,60,1
285,60,2
285,67,3
285,67,1
286,60,0
286,60,0
286,60,3
286,60,3
286,60,1
286,60,1
286,60,5
286,60,2
286,67,3
286,67,1
286,67,1
286,60,0
286,60,3
286,60,1
286,60,5
286,60,2
286,67,3
286,67,1
286,67,2
287,60,0
287,60,3
287,60,1
287,60,5
287,60,2
287,67,3
287,67,1
287,67,2
288,60,0
288,60,3
288,60,1
288,60,5
288,60,2
288,67,3
288,67,1
288,67,2
289,60,3
289,60,1
289,60,1
289,60,5
289,67,1
290,60,1
291,60,1
292,60,1
292,60,1
293,60,1
294,60,1
295,60,1
296,60,1
297,60,1
298,60,1
299,60,1
300,60,1
301,60,3
301,60,3
301,60,1
301,67,3
302,60,3
303,60,3
304,60,3
305,68,1
305,68,1
306,68,1
306,68,1
307,68,1
307,68,1
308,68,1
308,68,1
309,68,1
309,68,1
310,60,1
311,60,0
312,68,1
312,68,1
313,69,1
313,69,1
314,45,5
314,45,5
314,70,1
314,70,5
314,71,1
314,71,5
314,69,1
314,69,1
314,72,1
314,72,5
314,72,1
314,72,5
314,68,0
314,68,3
314,68,1
314,68,5
314,68,2
314,68,0
314,68,3
314,68,1
314,68,5
314,68,2
314,56,1
314,56,1
315,45,5
315,45,5
315,70,1
315,70,5
315,71,1
315,71,5
315,69,1
315,69,1
315,72,1
315,72,5
315,72,1
315,72,5
315,68,0
315,68,3
315,68,1
315,68,5
315,68,2
315,68,0
315,68,3
315,68,1
315,68,5
315,68,2
315,56,1
315,56,1
316,70,1
316,71,1
316,72,1
316,72,5
316,72,1
316,68,0
316,68,3
316,68,1
316,68,5
316,68,2
316,68,0
316,68,3
316,68,1
316,68,5
316,68,2
316,45,5
316,45,5
316,70,1
316,70,5
316,71,1
316,71,5
316,69,1
316,69,1
316,72,1
316,72,5
316,72,1
316,72,5
316,68,0
316,68,3
316,68,1
316,68,5
316,68,2
316,68,0
316,68,3
316,68,1
316,68,5
316,68,2
316,56,1
316,56,1
317,70,1
317,71,1
317,72,1
317,72,5
317,72,1
317,68,0
317,68,3
317,68,1
317,68,5
317,68,2
317,68,0
317,68,3
317,68,1
317,68,5
317,68,2
318,42,1
318,70,3
318,71,3
318,69,1
318,69,1
318,72,3
318,72,1
318,72,1
318,68,0
318,68,3
318,68,1
318,68,2
318,68,0
318,68,3
318,68,1
318,68,2
319,42,1
319,70,3
319,71,3
319,69,1
319,69,1
319,72,3
319,72,1
319,72,1
319,68,0
319,68,3
319,68,1
319,68,2
319,68,0
319,68,3
319,68,1
319,68,2
320,42,1
320,70,3
320,71,3
320,69,1
320,69,1
320,72,3
320,72,1
320,72,1
320,68,0
320,68,3
320,68,1
320,68,2
320,68,0
320,68,3
320,68,1
320,68,2
321,73,1
321,70,3
321,70,3
321,70,1
321,70,1
321,71,3
321,71,3
321,71,1
321,71,1
321,69,3
321,69,1
321,69,3
321,69,1
321,72,3
321,72,3
321,72,1
321,72,2
321,68,3
321,68,1
321,68,1
321,68,3
321,68,1
321,68,1
321,56,3
321,56,1
321,56,3
321,56,1
321,42,1
321,70,3
321,71,3
321,69,1
321,69,1
321,72,3
321,72,1
321,72,1
321,68,0
321,68,3
321,68,1
321,68,2
321,68,0
321,68,3
321,68,1
321,68,2
322,70,3
322,70,3
322,71,3
322,71,3
322,72,1
322,68,3
322,68,1
322,68,3
322,68,1
323,70,3
323,71,3
323,69,1
323,69,1
323,68,3
323,68,1
323,68,3
323,68,1
323,56,1
323,56,1
324,73,0
324,70,3
324,70,3
324,70,1
324,70,1
324,71,3
324,71,3
324,71,1
324,71,1
324,69,3
324,69,1
324,69,3
324,69,1
324,72,3
324,68,3
324,68,1
324,68,3
324,68,1
324,56,3
324,56,1
324,56,2
324,56,3
324,56,1
324,56,2
325,67,2
326,46,4
326,46,4
327,46,4
327,46,4
328,49,4
329,49,4
330,38,4
330,39,4
330,39,4
331,67,1
331,67,1
332,39,4
332,39,4
332,40,4
332,41,4
332,42,4
332,49,4
332,60,1
332,67,3
332,67,1
332,67,4
333,39,4
333,39,4
333,40,4
333,41,4
333,42,4
333,60,1
333,67,3
333,67,1
333,67,2
334,39,4
334,39,4
334,40,4
334,41,4
334,42,4
334,60,1
334,67,3
334,67,1
334,67,2
335,38,4
335,39,4
335,39,4
335,49,4
336,38,4
336,39,4
336,39,4
336,49,4
337,38,4
337,39,4
337,39,4
337,49,4
338,42,4
339,39,4
339,39,4
339,40,4
339,41,4
339,42,4
339,38,4
339,39,4
339,39,4
339,39,4
339,39,4
339,40,4
339,41,4
339,42,4
340,38,4
340,39,4
340,39,4
340,41,4
340,50,4
340,42,4
340,38,4
340,39,4
340,39,4
341,38,4
341,39,4
341,39,4
342,38,4
342,39,4
342,39,4
343,60,5
344,60,5
345,74,2
345,74,2
346,75,0
346,75,0
346,75,3
346,75,4
346,75,2
346,75,2
346,75,0
346,75,0
346,75,3
346,75,4
346,75,2
346,75,2
346,75,0
346,75,0
346,75,3
346,75,4
346,75,2
346,75,2
347,75,3
347,75,3
347,75,3
348,76,0
348,76,0
349,77,0
349,77,3
349,77,5
349,77,2
350,77,0
350,77,3
350,77,3
350,77,5
350,77,5
350,77,2
350,77,0
350,77,3
350,77,5
350,77,2
351,77,3
351,77,5
352,77,3
353,77,3
354,77,3
355,77,3
355,77,3
356,77,0
356,77,3
356,77,3
356,77,5
356,77,5
356,77,5
356,77,5
357,77,5
358,77,5
359,77,5
359,77,5
359,77,5
360,77,5
361,77,0
361,77,0
362,77,0
363,78,4
363,78,4
364,79,2
364,78,3
364,78,3
364,78,4
364,78,4
364,78,2
364,78,2
364,78,3
364,78,3
364,78,4
364,78,4
364,78,2
364,78,2
364,78,3
364,78,3
364,78,4
364,78,4
364,78,2
364,78,2
365,79,2
365,78,3
365,78,4
365,78,2
365,78,3
365,78,4
365,78,2
365,78,3
365,78,4
365,78,2
366,78,2
367,78,3
367,78,4
367,78,2
367,78,2
368,80,3
369,80,3
370,80,3
371,81,3
371,81,3
372,81,3
372,81,5
372,81,3
372,81,5
373,81,3
373,81,4
373,81,3
373,81,4
374,81,3
374,81,5
374,81,4
374,81,3
374,81,5
374,81,4
375,81,3
375,81,5
375,81,3
375,81,5
376,81,3
376,81,5
376,81,3
376,81,5
376,81,3
376,81,5
376,81,3
376,81,5
377,81,0
377,81,0
377,81,0
377,81,3
377,81,3
377,81,3
377,81,3
377,81,3
377,81,1
377,81,1
377,81,1
377,81,5
377,81,5
377,81,5
377,81,5
377,81,5
377,81,4
377,81,4
377,81,4
377,81,4
377,81,4
377,81,2
377,81,2
377,81,2
377,81,0
377,81,0
377,81,0
377,81,3
377,81,3
377,81,3
377,81,3
377,81,3
377,81,1
377,81,1
377,81,1
377,81,5
377,81,5
377,81,5
377,81,5
377,81,5
377,81,4
377,81,4
377,81,4
377,81,4
377,81,4
377,81,2
377,81,2
377,81,2
378,81,3
378,81,5
378,81,3
378,81,5
379,81,3
379,81,5
379,81,3
379,81,5
380,81,3
380,81,5
380,81,3
380,81,5
381,81,3
381,81,5
381,81,3
381,81,5
381,81,3
381,81,1
381,81,5
381,81,3
381,81,1
381,81,5
382,81,3
382,81,3
383,81,3
383,81,3
384,81,3
384,81,3
385,81,4
385,81,4
386,81,4
386,81,4
387,81,4
387,81,4
388,81,4
388,81,4
389,81,4
389,81,4
390,81,4
390,81,4
391,81,5
391,81,5
391,81,5
391,81,5
392,81,5
392,81,5
393,81,5
393,81,5
394,81,5
394,81,5
394,81,5
394,81,5
395,81,5
395,81,5
396,81,3
396,81,5
396,81,5
396,81,3
396,81,5
396,81,5
396,81,3
396,81,3
396,81,5
396,81,5
396,81,4
396,81,4
396,81,2
396,81,2
396,81,3
396,81,3
396,81,5
396,81,5
396,81,4
396,81,4
396,81,2
396,81,2
396,81,3
396,81,1
396,81,5
396,81,4
396,81,2
396,81,3
396,81,1
396,81,5
396,81,4
396,81,2
397,81,3
397,81,3
397,81,5
397,81,5
397,81,4
397,81,2
397,81,3
397,81,3
397,81,5
397,81,5
397,81,4
397,81,2
398,81,3
398,81,5
398,81,3
398,81,5
399,81,3
399,81,5
399,81,5
399,81,3
399,81,5
399,81,5
400,81,5
400,81,5
400,81,5
400,81,5
400,81,5
400,81,5
401,81,5
401,81,5
401,81,5
401,81,5
401,81,5
401,81,5
402,81,5
402,81,5
402,81,5
402,81,5
403,81,5
403,81,5
404,81,5
404,81,5
405,81,5
405,81,5
406,81,5
406,81,5
407,81,5
407,81,5
407,81,5
407,81,5
407,81,5
407,81,5
408,81,5
408,81,5
408,81,5
408,81,5
408,81,3
408,81,5
408,81,3
408,81,5
409,81,5
409,81,5
409,81,5
409,81,4
409,81,5
409,81,5
409,81,5
409,81,4
410,81,5
410,81,5
411,81,5
411,81,5
412,81,5
412,81,5
412,81,5
412,81,5
413,81,5
413,81,5
414,81,5
414,81,5
415,82,3
415,82,3
415,82,3
415,82,3
415,83,3
415,83,3
416,82,3
416,82,3
416,83,3
416,82,3
416,82,3
416,83,3
417,82,3
417,82,3
417,83,3
418,84,3
418,84,3
418,85,3
418,85,1
418,85,4
418,85,0
418,85,3
418,85,1
418,85,4
418,85,2
418,85,3
418,85,1
418,85,4
418,85,0
418,85,3
418,85,1
418,85,4
418,85,2
418,86,3
418,86,3
418,87,1
419,84,3
419,84,3
419,85,3
419,85,1
419,85,4
419,85,0
419,85,3
419,85,1
419,85,4
419,85,2
419,85,3
419,85,1
419,85,4
419,85,0
419,85,3
419,85,1
419,85,4
419,85,2
419,86,3
419,86,3
419,87,1
420,84,3
420,84,4
420,84,3
420,84,4
420,85,0
420,85,3
420,85,1
420,85,4
420,85,3
420,85,1
420,85,4
420,85,2
420,85,0
420,85,3
420,85,1
420,85,4
420,85,3
420,85,1
420,85,4
420,85,2
420,84,3
420,84,3
420,85,3
420,85,1
420,85,4
420,85,0
420,85,3
420,85,1
420,85,4
420,85,2
420,85,3
420,85,1
420,85,4
420,85,0
420,85,3
420,85,1
420,85,4
420,85,2
420,86,3
420,86,3
420,87,1
421,84,3
421,84,3
421,84,4
421,84,3
421,84,3
421,84,4
421,85,0
421,85,3
421,85,3
421,85,3
421,85,3
421,85,1
421,85,1
421,85,4
421,85,4
421,85,4
421,85,4
421,85,2
421,85,0
421,85,3
421,85,3
421,85,3
421,85,3
421,85,1
421,85,1
421,85,4
421,85,4
421,85,4
421,85,4
421,85,2
421,85,2
421,85,2
421,85,0
421,85,3
421,85,3
421,85,3
421,85,3
421,85,1
421,85,1
421,85,4
421,85,4
421,85,4
421,85,4
421,85,2
421,85,0
421,85,3
421,85,3
421,85,3
421,85,3
421,85,1
421,85,1
421,85,4
421,85,4
421,85,4
421,85,4
421,85,2
421,85,2
421,85,2
422,85,3
422,85,3
422,85,4
422,85,4
422,85,3
422,85,3
422,85,1
422,85,4
422,85,2
422,85,3
422,85,3
422,85,4
422,85,4
422,85,3
422,85,3
422,85,1
422,85,4
422,85,2
423,85,3
423,85,4
423,85,3
423,85,3
423,85,4
423,85,3
424,85,3
424,85,3
424,85,3
424,85,3
425,85,3
425,85,4
425,85,3
425,85,3
425,85,4
425,85,3
426,85,3
426,85,3
427,85,3
427,85,3
428,88,3
428,88,3
428,88,3
428,88,3
429,88,3
429,88,3
430,89,2
430,89,2
431,89,2
431,89,2
432,89,3
432,89,2
432,89,3
432,89,2
432,90,3
432,91,3
432,90,3
433,89,3
433,89,3
433,89,2
433,89,2
433,89,3
433,89,3
433,89,2
433,89,2
434,89,3
434,89,3
434,89,3
434,89,3
434,89,3
434,89,2
434,89,2
434,89,2
434,89,3
434,89,3
434,89,3
434,89,3
434,89,3
434,89,2
434,89,2
434,89,2
435,89,3
435,89,2
435,89,3
435,89,2
436,89,3
436,89,2
436,89,3
436,89,2
437,89,3
437,89,2
437,89,3
437,89,2
438,89,2
438,89,2
438,90,3
438,91,3
438,90,3
439,89,2
439,89,2
440,89,3
440,89,3
441,89,3
441,89,3
442,89,3
442,89,3
443,89,3
443,89,3
443,89,3
443,89,3
444,89,3
444,89,4
444,89,3
444,89,4
444,90,3
444,91,3
444,90,3
445,89,3
445,89,3
445,89,3
445,89,3
446,89,3
446,89,3
446,89,3
446,89,3
447,89,3
447,89,3
447,89,3
447,89,3
448,89,3
448,89,3
448,89,3
448,89,3
449,89,3
449,89,3
449,89,3
449,89,3
450,89,3
450,89,3
450,89,3
450,89,3
451,89,4
451,89,4
452,89,4
452,89,4
453,92,2
453,92,2
454,93,0
454,94,0
455,93,0
455,94,0
456,93,0
456,94,0
457,93,0
457,94,0
458,93,0
458,94,0
459,93,0
459,94,0
460,93,0
460,94,0
461,93,0
461,94,0
462,93,0
462,94,0
463,93,0
463,94,0
464,93,0
464,94,0
465,93,0
465,94,0
466,93,0
466,94,0
467,93,0
467,93,0
467,94,0
467,94,0
468,93,0
468,94,0
469,93,0
469,94,0
470,93,0
470,94,0
471,93,0
471,94,0
472,93,0
472,94,0
473,93,0
473,93,0
473,94,0
473,94,0
474,93,0
474,94,0
475,93,0
475,94,0
476,93,0
476,94,0
477,93,0
477,94,0
478,93,0
478,94,0
479,93,0
479,94,0
480,93,0
480,94,0
481,93,0
481,94,0
482,93,0
482,94,0
483,93,0
483,94,0
484,93,0
484,94,0
485,93,0
485,94,0
486,93,0
486,94,0
487,93,0
487,94,0
488,93,0
488,94,0
489,93,0
489,94,0
490,93,0
490,94,0
491,93,0
491,94,0
492,93,0
492,94,0
493,93,0
493,94,0
494,93,0
494,94,0
495,93,0
495,94,0
496,93,0
496,94,0
497,93,0
497,94,0
498,93,0
498,94,0
499,93,0
499,94,0
500,93,0
500,94,0
501,93,0
501,94,0
502,93,0
502,94,0
503,93,0
503,94,0
504,93,0
504,94,0
505,93,0
505,94,0
506,93,0
506,94,0
506,93,0
506,94,0
507,93,0
507,94,0
508,93,0
508,94,0
509,95,1
509,95,5
509,95,2
509,95,1
509,95,5
509,95,2
509,96,5
509,96,5
509,97,5
509,98,5
509,98,5
510,95,1
510,95,5
510,95,2
510,95,1
510,95,5
510,95,2
510,96,5
510,96,5
510,97,5
510,98,5
510,98,5
511,95,1
511,95,5
511,95,2
511,95,1
511,95,5
511,95,2
511,96,5
511,96,5
511,97,5
511,98,5
511,98,5
512,95,1
512,95,5
512,95,2
512,95,1
512,95,5
512,95,2
512,96,5
512,96,5
512,97,5
512,98,5
512,98,5
513,95,1
513,95,5
513,95,2
513,95,1
513,95,5
513,95,2
513,96,5
513,96,5
513,97,5
513,98,5
513,98,5
514,95,1
514,95,5
514,95,2
514,95,1
514,95,5
514,95,2
514,96,5
514,96,5
514,97,5
514,98,5
514,98,5
515,95,1
515,95,5
515,95,2
515,95,1
515,95,5
515,95,2
515,96,5
515,96,5
515,97,5
515,98,5
515,98,5
516,95,1
516,95,5
516,95,2
516,95,1
516,95,5
516,95,2
516,96,5
516,96,5
516,97,5
516,98,5
516,98,5
517,95,1
517,95,5
517,95,2
517,95,1
517,95,5
517,95,2
517,96,5
517,96,5
517,97,5
517,98,5
517,98,5
518,95,1
518,95,5
518,95,2
518,95,1
518,95,5
518,95,2
518,96,5
518,96,5
518,97,5
518,98,5
518,98,5
519,99,1
519,99,5
519,99,5
519,99,2
519,99,2
519,100,1
519,100,5
519,100,5
519,100,2
519,100,2
519,93,0
519,94,0
520,99,5
520,99,2
520,100,5
520,100,2
521,99,5
521,100,5
522,99,5
522,100,5
523,99,5
523,100,5
524,99,5
524,100,5
525,99,5
525,100,5
526,99,5
526,100,5
527,93,0
527,94,0
527,99,5
527,100,5
528,93,0
528,94,0
529,93,0
529,94,0
530,93,0
530,94,0
531,93,0
531,93,0
531,94,0
531,94,0
531,101,3
531,93,0
531,93,1
531,94,0
531,94,1
531,93,0
531,94,0
531,102,3
531,102,2
531,102,3
531,102,2
531,103,3
531,103,2
531,103,3
531,103,2
532,93,0
532,93,1
532,94,0
532,94,1
532,93,0
532,94,0
532,94,1
532,104,0
532,104,0
533,93,0
533,94,0
533,94,1
533,104,0
533,104,0
534,101,2
534,102,2
534,102,2
534,103,2
534,103,2
534,93,0
534,94,0
534,94,1
534,104,0
534,104,0
535,101,2
535,102,2
535,102,2
535,103,2
535,103,2
536,101,2
536,102,2
536,102,2
536,103,2
536,103,2
537,105,0
537,106,0
537,107,0
537,107,0
537,108,0
537,95,0
537,95,0
537,109,0
537,109,0
537,110,0
537,110,0
537,111,0
537,111,1
537,112,0
537,113,0
537,113,0
537,114,0
537,115,0
537,116,0
537,117,0
537,118,0
537,118,0
537,119,0
537,120,0
537,121,0
537,122,0
537,123,0
537,123,0
537,123,0
537,124,0
537,125,0
537,126,0
537,127,0
537,101,2
537,102,0
537,102,2
537,102,0
537,102,2
537,103,0
537,103,2
537,103,0
537,103,2
538,105,0
538,106,0
538,107,0
538,107,0
538,108,0
538,95,0
538,95,0
538,109,0
538,109,0
538,110,0
538,110,0
538,111,0
538,111,1
538,112,0
538,113,0
538,113,0
538,114,0
538,115,0
538,116,0
538,117,0
538,118,0
538,118,0
538,119,0
538,120,0
538,121,0
538,122,0
538,123,0
538,123,0
538,123,0
538,124,0
538,125,0
538,126,0
538,127,0
538,102,0
538,102,0
538,103,0
538,103,0
539,122,0
540,122,0
541,122,0
542,93,0
542,94,0
543,93,0
543,94,0
544,93,0
544,94,0
544,93,0
544,94,0
545,93,0
545,94,0
546,93,0
546,94,0
547,93,0
547,94,0
548,93,0
548,94,0
549,93,0
549,94,0
550,93,0
550,94,0
551,93,0
551,94,0
552,93,0
552,94,0
553,93,0
553,94,0
554,93,0
554,93,0
554,94,0
554,94,0
554,93,0
554,94,0
555,93,0
555,94,0
555,93,0
555,94,0
556,93,0
556,94,0
557,93,0
557,94,0
558,93,0
558,94,0
559,93,0
559,94,0
560,93,0
560,94,0
561,93,0
561,94,0
562,93,0
562,94,0
562,93,0
562,94,0
563,93,0
563,94,0
564,93,0
564,94,0
565,93,0
565,94,0
566,93,0
566,94,0
567,93,0
567,94,0
568,93,0
568,94,0
569,93,0
569,94,0
570,93,0
570,94,0
571,93,0
571,94,0
571,93,0
571,94,0
572,93,0
572,94,0
573,93,0
573,94,0
574,93,0
574,94,0
575,93,0
575,94,0
575,93,0
575,94,0
576,93,0
576,94,0
577,93,0
577,94,0
577,93,0
577,94,0
578,93,0
578,94,0
579,93,0
579,94,0
580,93,0
580,94,0
581,93,0
581,94,0
582,93,0
582,94,0
583,93,0
583,94,0
584,93,0
584,94,0
585,93,0
585,94,0
586,93,0
586,94,0
587,93,0
587,94,0
588,93,0
588,94,0
589,93,0
589,94,0
590,93,0
590,94,0
590,93,0
590,94,0
591,93,0
591,94,0
591,93,0
591,94,0
592,93,0
592,94,0
592,94,0
592,93,0
592,94,0
593,93,0
593,94,0
594,93,0
594,94,0
595,93,0
595,93,0
595,94,0
595,94,0
596,93,0
596,94,0
597,93,0
597,94,0
598,93,0
598,94,0
599,93,0
599,94,0
600,93,0
600,94,0
601,93,0
601,94,0
602,93,0
602,94,0
602,93,0
602,94,0
602,102,0
602,102,0
602,103,0
602,103,0
603,93,0
603,94,0
603,102,0
603,102,0
603,103,0
603,103,0
604,93,0
604,94,0
604,102,0
604,102,0
604,103,0
604,103,0
605,93,0
605,94,0
605,102,0
605,102,0
605,103,0
605,103,0
606,102,0
606,102,0
606,103,0
606,103,0
606,93,0
606,94,0
606,102,0
606,102,0
606,103,0
606,103,0
607,102,0
607,102,0
607,103,0
607,103,0
608,102,0
608,102,0
608,103,0
608,103,0
609,102,0
609,102,2
609,102,0
609,102,2
609,103,0
609,103,2
609,103,0
609,103,2
610,93,0
610,94,0
611,93,0
611,94,0
612,102,1
612,102,1
612,103,1
612,103,1
613,102,1
613,102,1
613,103,1
613,103,1
614,102,1
614,102,1
614,103,1
614,103,1
615,102,1
615,102,1
615,103,1
615,103,1
616,102,1
616,102,1
616,103,1
616,103,1
617,102,1
617,102,5
617,102,1
617,102,5
617,103,1
617,103,5
617,103,1
617,103,5
617,101,1
617,101,5
617,101,2
617,102,0
617,102,1
617,102,1
617,102,5
617,102,2
617,102,0
617,102,1
617,102,1
617,102,5
617,102,2
617,103,0
617,103,1
617,103,1
617,103,5
617,103,2
617,103,0
617,103,1
617,103,1
617,103,5
617,103,2
618,101,1
618,101,5
618,101,2
618,102,0
618,102,1
618,102,5
618,102,2
618,102,0
618,102,1
618,102,5
618,102,2
618,103,0
618,103,1
618,103,5
618,103,2
618,103,0
618,103,1
618,103,5
618,103,2
619,101,1
619,101,5
619,101,2
619,102,0
619,102,1
619,102,5
619,102,2
619,102,0
619,102,1
619,102,5
619,102,2
619,103,0
619,103,1
619,103,5
619,103,2
619,103,0
619,103,1
619,103,5
619,103,2
620,101,1
620,101,5
620,101,2
620,102,0
620,102,1
620,102,5
620,102,2
620,102,0
620,102,1
620,102,5
620,102,2
