PromEnh,PromOnly
TSPAN3,MMP27
SLC6A1,ACTG1
KRT80,FXYD4
KNOP1,CYP4A11
CDC14B,TSC1
POMC,IKBKG
SCAF8,NRARP
MESDC1,WDR45
RER1,PCDHGB6
KRTAP5-3,CFH
TOM1L2,RRP1B
ARID1A,FLJ12895
TRIM8,KRT17
GJA3,ZNF621
ALDH4A1,CHST4
CYBRD1,SLC18A3
SYK,KCNN4
BCL2,ZNF671
LARP6,IL1RN
PRKCH,TMEM82
UBASH3B,FPR1
TMEM189-UBE2V1,ZNF350
HLADRB3,DPPA2
ARNTL2,ISPD
PER3,FBXL8
BDH1,ZNF776
PEPD,DUSP1
BAIAP2L2,NCK1
GMEB1,TMSB4X
KLHL36,GABPB2
TIRAP,TRPM8
TTC7A,OR4K2
BCL2L11,TPSD1
NARS2,NLRP1
CYP2J2,ITGB5
USP47,PACSIN2
SSBP3,ACSL5
PSD2,APOO
MCAT,FAM160A1
CTSZ,LUZP6
ANLN,SPINK6
PIK3C2B,ZNF662
POMGNT2,RXFP1
BRWD1,MAP3K5
FOXO3,LUM
PEMT,CDK11B
SPG7,CNKSR1
NMUR1,IRS4
CRNKL1,KLF9
LONP2,HELT
TRIM29,CASKIN2
PLD6,OLFML1
GADL1,KRBOX1
HUNK,IL2
CAPZB,IQCF5
SEPN1,GNB3
MFSD12,HBD
TMED1,RAET1G
ASS,ZNF264
FOXF2,PSMB8
NTPCR,DMPK
CBS,LEMD2
ZFAT,LATS2
SGOL1,ANK3
ZNF484,EGFL6
CDK5R1,FBXW4
OTOS,ARHGEF28
AKR7A3,LZTS2
LY6G6D,KIAA2022
FAAP20,TRIM2
LRRC59,ZNF677
MYOM2,PFKFB4
HIC2,PIP5K1B
IMPG2,ZFYVE19
ADGRB1,SRP68
C14orf79,CCL7
EXTL3,GAS6
CUEDC1,EOGT
ARHGAP21,CEP63
TBC1D17,BCAR1
GAB2,ATF3
UMPS,SPCS1
STRA6,TRIM54
PARP4,SLC22A18
MIF,USP27X
HMCN2,BRSK2
EMP1,USP2
TSPAN18,ZSCAN2
ADRA1D,WRAP73
PINX1,FTSJ1
ACVR1B,RNASE1
VAMP7,KIAA0141
BRF1,MROH5
MFHAS1,EMC4
ALG2,CDK18
TBC1D14,ARL10
STK35,HIST1H3F
RBBP5,CD3EAP
WIPF1,SF3B2
C10orf90,BTNL3
MTMR2,PAX8
PSMB10,TRAT1
ACSF3,LRRC15
TMTC4,TEX2
EPHB1,ACAA2
DGCR8,PDCD6IP
PPP1R3G,MTRNR2L3
RAB1A,SIRPG
PTGFRN,ACTL8
LRFN2,CAPRIN2
PADI2,FOXP1
TESC,EPM2AIP1
CBX4,CXorf58
YY1,EPS8L1
DDX27,TBL2
ELMO1,MAGED1
P2RY6,MS4A10
MATN2,PLCD1
TRIM48,ZNF274
MAP2K3,KLRB1
RRP1,FAM184A
SCML1,UGT2B10
AMZ1,LRTM2
TMEM151B,ASB14
NPTX1,ARSF
C17orf67,FNDC5
CLEC4A,CDX4
TLE1,AMOTL2
C5AR2,CCDC9
ATF7IP,DLG3
HTRA3,NKX2-1
HOXC8,RNH1
B3GAT1,ARHGAP6
MAPK10,INO80
MYH9,RLBP1
RGMA,KIR3DL3
C6orf106,CCDC167
FRS3,C11orf42
DEXI,PALD1
SMC3,BRS3
CRY2,ZNF283
MUC4,SIGLEC12
RALGPS1,FKBP5
MFI2,MZF1
ASF1B,DCHS2
TGFBR1,CUX1
SLCO4A1,DUPD1
TMEM218,PSMC2
TSHZ3,IL6
SUGP2,REEP3
KRBA2,FAM47C
SUN2,TPSB2
CCL11,INTU
