PromEnh,PromOnly
FLNC,DZIP1L
RPS27L,RIN2
HOGA1,RHOBTB1
CELF2,GSTT2B
PDE4B,JAK2
ACSF2,GSTA1
AATF,RCAN1
CCNK,JPH3
AVPR1A,C2orf80
PIK3R5,CCDC33
WWC3,IL4R
PRELP,WWTR1
DLGAP1,FAM124A
ELAVL2,DGKZ
ZFAT,PLXNA2
HCN4,B3GAT1
TGFB1I1,PLA2G12B
SPAG17,EPHA2
POLR2M,ROBO4
ANK2,MGST2
KCNG3,C1orf87
TSPEAR,ALDH3B1
SSPN,MSANTD3
SPATA3,AMOTL1
KIAA0141,TUBB2B
NMNAT2,KCNN1
FGF18,SPATA18
SMARCD3,ITIH1
CYB5R3,CDK15
TM4SF4,ID4
THBD,BOLA2B
DBH,LIX1L
RAI1,UCMA
ZEB1,FAM71F1
TNS1,NFE2
SNX18,C20orf141
NHS,DNMBP
SLC1A1,KSR2
ANKRD34A,SPTBN4
MDFIC,CCDC108
SGCG,HEXB
GALNT7,LRRC4C
CEBPD,TUBB4
SGPL1,MDGA1
MDGA1,IRX5
CAV1,ANO5
LRRC74A,SPERT
PLEKHA2,EVC
ERGIC1,FXYD7
UQCRFS1,COLGALT1
STK10,TAGLN
ACTN1,SLITRK4
ENO1,COL11A1
COTL1,NXF2B
BCL11B,RTBDN
LSR,ACTBL2
FAM214A,PRG1
LRCH1,MAP1A
RRP1,CXorf40A
CAMTA1,ARHGAP31
HIVEP1,RNASE1
EBLN2,PIP5K1B
DAZL,NIPAL2
SPZ1,EBI3
CMIP,IGF2
LARS2,BEX2
GRASP,FAM89A
BCAR1,FGF21
RAB11FIP5,CSAD
C6orf203,LDHA
THBS1,SALL3
SCMH1,GABRR3
RAP2A,TBC1D2B
RIN2,FOXD3
LYZL2,C10orf82
ATP1A2,CCDC3
FLVCR2,PCDHGC5
CNKSR3,IER3
FHL2,CES2
RNF175,SLC16A7
GCOM1,SEC22C
HSPA8,MTMR11
DDX10,GPR78
HOXC6,SC5D
MYZAP,CALB1
EHBP1L1,LIMS3L
MRPS31,ACTA2
WSB1,SRRM4
NOCT,RGMA
SLK,ZNF83
ASCC3,TMC5
KAZALD1,ROR2
SERPINB6,PIK3R5
SLC6A6,FLVCR2
FAM110B,TBL2
SOCS1,ABCC4
AQP1,RNPEPL1
ETV5,C20orf144
GCLM,C16orf45
SLC6A18,SYNGR3
COL26A1,KLHL36
CACNA1C,MYL9
SLC45A3,AGRN
SLC25A47,LHFP
CHSY3,SCCPDH
PLCB4,MEIS1
PADI2,RGL3
KIDINS220,SLX1A
PLK3,DPP9
TCF12,SIGLEC10
MYO18A,PRR5L
XKR7,VTCN1
NUP160,RNF157
PRSS55,AZIN2
ZNF236,AKR7A2
RAB17,PAX9
NR6A1,MOG
ATXN7,ABLIM2
MAGI2,DKK1
ARHGEF28,PROSER2
MAD2L2,HOXA1
FAT1,SYN2
EDEM1,SEMG1
PDZD2,ANKRD20A1
FBXL18,ART3
DNTTIP2,NFKB1
ATP5L2,MS4A3
CACNG1,LPIN1
RALB,CPT1A
ITGB4,PPP1R14C
MYSM1,ARSJ
PAX7,OPCML
MESDC1,APOE
FAM53A,ADAM19
SLC15A4,TMEM263
FAM60A,ALOXE3
AFF3,COBL
TP73,SIK1
DRAXIN,AREG
PANK3,ATP5G2
SIGLEC15,RAB44
CXCL1,S100A5
FRY,TMEM200C
RNF14,AHSP
SEMA5B,NEFM
UMPS,RARRES3
RBMS1,PPP2R2B
DLC1,GNAO1
TMEM173,SYNDIG1L
LECT1,BEND4
GPR55,FOXN3
MUC4,SERPINE1
RALGPS1,ZMAT3
MDFI,KEL
MRGPRF,FAM174B
ZBTB18,PAX3
RFK,KCNJ2
PRSS23,CERCAM
MGMT,EVI5
KLF10,RUSC2
LRRC20,ZNF480
NCOA3,AMMECR1
DPH6,SYNDIG1
HS1BP3,PLEKHB1
ABAT,SLC46A3
NKX6-3,AQP1
INSIG1,ZFP42
IQGAP2,FAM49A
ADORA1,PDE4B
TNFRSF10D,ATP8B1
HRK,TOR4A
POFUT2,SLC35E4
STRBP,SPTBN5
ANP32B,CNRIP1
PKDCC,SMTNL1
PIK3CD,SPRED2
SPHK1,RAB11FIP4
CCDC93,ADAP2
NFIA,ZDHHC22
RUNX1T1,RASL11B
FOXF1,IL33
RBFOX1,ATCAY
CLDN4,IP6K3
TRAF3,SP8
BDH1,AKAP12
DKK1,RGL1
GYLTL1B,DOK5
APOL1,SPZ1
DMRTB1,AQP9
DUSP6,RHOC
ITGB3BP,SAMD3
EFCAB7,CRTC3
TTC4,SH2B3
SPUVE,ARSE
CTNNB1,RARRES2
GAS2L1,MOCOS
TMEM38B,PCSK5
DNAI2,FMN2
PYGB,NHS
