CRYL1,DEC1
PPP1R16B,FBXO17
PRR18,HMGB3
LGALS9C,ADGRG6
GPD1L,CLRN1
CNOT6L,LYZL1
MRPS9,RMDN2
MCTP1,PALM2-AKAP2
ERBB4,FOXA2
TCTEX1D1,C7
WSB1,KLK12
SLC25A30,TWIST2
LIPE,PKD2L1
SLC38A2,PDE4A
IFNA16,BDKRB2
TTBK2,OTX2
STRBP,LVRN
PIK3CD,GCSAML
TDRD5,SLC5A8
CDCA7L,NLRP2
POU5F2,CYYR1
FOXB2,BHMT2
ACOT12,RAB17
PSME4,RIC3
KY,HTR2C
C3orf67,C10orf35
DGAT2,FBXO41
RAB2A,HMX1
ST8SIA4,CTNNA2
LDLRAP1,GPR85
SNRPA1,CBLN1
EBLN2,CCDC144NL
RASA4B,KRTAP4-7
CLN8,RAPGEF4
ADAMTS17,BEX1
CAPRIN1,PTCHD3
NRN1,TBC1D5
YWHAG,BOK
COX4I2,TGIF1
CLDN23,ELAVL4
MAF,SLCO1A2
TBC1D3B,SERPINB4
SMYD2,TMPRSS11E
ESRRBL1,KLHL1
ACAP2,TMEM40
GSN,HORMAD1
C15orf53,NKX6-1
RNF144A,LPAR4
HHEX,SCNN1D
PPP2R5C,PNMA3
PAN3,PCOLCE2
CD47,RNF17
KSR1,DRD2
HLF,ENPP5
KIF20B,NCOA3
GRB14,MTNR1B
RHD,ACE2
MRPS23,LYPD6B
DKK1,C2orf81
TBC1D1,DCDC2C
LEP,TOX3
TMEM44,PAGE3
ITPR1,SPEG
POFUT2,SLC7A9
BRAF,PGC
EGFR,FAM189A2
STS,CYB561
PGM2,C1QTNF7
NDFIP2,FAM83A
KCNJ6,GNG12
ALPK2,SERTAD4
CCDC91,CT45A1
PROSER2,ACER3
FCRL5,FGF12
XXYLT1,MLXIPL
SCOC,EGFLAM
IFNA17,HOXB4
ATF1,INSR
CORO2B,HAO2
KCNA2,SSX7
FXN,OXTR
MICAL3,CALCR
NAPG,TNK1
ERVMER34-1,SCG2
HIST3H2A,GPR139
ASPG,MAL2
TUBA8,SIGLEC9
BCL6,KRT86
NEFH,PDE10A
SOX30,MOS
ZSCAN18,CPLX2
RASSF3,CYP26C1
SNTB1,KRTAP10-9
MMD2,UCHL1
SLC6A1,FEV
FOSL2,ALDH1A2
GRAMD1C,PCDHB2
MKI67IP,HLF
TCF7,SOX30
OXER1,RFPL3
RELL1,SFRP1
UBE2N,LEP
DHRS3,DSC1
FOXE1,HMBOX1
C2CD4B,HNF4A
ZNF750,GIMAP8
MBNL1,C1QL2
GBX2,CNKSR1
ZBTB20,IGSF10
C10orf67,CXCL3
TPO,CCR6
ZNF521,SPDYE1
USP18,STMN4
NR2C2,ANGPTL1
ZNF652,MCF2
D2HGDH,NHLH2
WNT7B,KRT17
DAAM1,KLHDC7A
C11orf88,MS4A8
CCR6,SRPRB
HSPA8,MYO1B
CD93,RNF180
ST6GALNAC1,CASR
PDCL3,FAM71C
RREB1,TMC3
DMRTA1,ZNF658
MYLIP,SLC6A2
SMOX,ANKK1
RBSN,EGR4
THUMPD2,CHRM1
MPRIP,RSPO4
PPP3R1,USP17L10
GAL3ST2,FAT1
CCL13,ADCY1
BRD1,GAPDHS
SPRY3,GRAMD3
FBXW11,ZNF407
PIM1,MMP2
SMYD3,MID1
FAM46C,BRSK2
BEND5,ADPRHL1
LDHAL6B,THNSL2
MBOAT4,CLDN9
CRYM,OAT
FBXL14,GEM
GCNT1,EBF2
USP28,ASCL1
EGFL6,TMEM229A
FAM78B,GRIN1
HOOK1,ACTRT1
DCDC2C,SH3RF2
MIER3,KRT2
ZNF239,DEFB128
RMDN2,CA6
COPB1,KAZALD1
CLEC11A,PF4
COL4A3,SLC30A8
FGF3,KRT31
NEURL1B,H2BFM
MICU2,TOPAZ1
PDZRN4,GABRB1
SERPINB1,CPE
RFK,RCVRN
CBR4,SLC16A3
GATA5,ZNF735
SLC2A9,FAM19A4
IRGC,COX5A
NARS2,RNASE13
ZNF92,PPP2R3A
ADCY7,PCP4L1
ARGLU1,CGB
HMGB2,LIMS2
GALR1,PEX11G
FAM72C,GABRA3
PDCD6IP,VGLL2
METTL21A,VOPP1
HHLA2,MGP
LRRC8D,FUT3
RRAS2,MGST1
HLA-G,LRRN1
EML4,MAGEA12
USP24,WDFY4
PAX1,UNCX
ZBED2,FAM57B
ATP11A,PCDHGA3
IQSEC1,SLC2A2
WDFY4,NAP1L2
IGLL1,BCAR3
ELMO1,GPR50
MEF2A,HOXB5
TMEM37,ROBO3
DPYSL2,PHEX
MBNL2,NPY2R
ASMT,SLC24A2
HK2,RGL3
ZSCAN1,NPTX2
GALNT8,CYP27A1
IGIP,CRISP2
LINGO1,PAX3
