PromEnh,PromOnly
HIPK2,TENM2
ZC3H7A,FAM160A2
SLC16A3,PFN2
ADRA1B,TPSD1
RPL23,IRF5
KIAA0930,PAPOLA
CORT,CSN3
IBTK,TMEM52B
KHDRBS3,NOMO1
LZTR1,PROL3
ST3GAL5,SPG20
BRD4,NCDN
SLC22A31,POPDC2
YWHAQ,MAGEB1
TCF7L2,MAGED1
BAHCC1,PCDHA7
FRMD1,ARHGAP32
POLR3H,HP
MAP1LC3B2,FREM1
PRRX2,RRH
RECQL,NET1
FOXN1,CCL20
DPYSL3,LRRC25
PLD6,GBP2
RAP1GAP,SOGA3
STOML1,RGPD2
LARS2,FDCSP
IGFBP2,FBXL16
HIVEP1,SCNN1D
SLC7A14,PABPN1
CHST8,TRIML1
BTBD10,FAM161B
SETBP1,CYP4A11
DEF6,RND2
TRMT2A,LILRA1
KLF7,MTSS1
PCDH12,AMN
RFC3,FAM64A
NFATC2,RRAS2
PFKFB3,NEXN
UBE2V1,IL17RE
MPC1,OPRL1
LRTM2,C4orf17
DNAJB8,SERPINA10
WNT7B,CST7
KCNQ3,LIPM
CEP112,BPGM
HIST2H4A,OPHN1
USP39,IL1A
CRYBB1,CIPC
LSP1,DOCK8
ZFY,SGK2
JMJD4,TPRG1L
ZSCAN10,TEC
NUAK2,ASPN
RBM34,SLCO1B3
BZRAP1,ARMCX2
FBXL16,LRRC4
LPIN1,UBQLNL
RBM28,WDR25
AGFG2,CASQ1
PPIE,PLXNB1
RHBDD3,TUBA1A
TP53I11,R3HDM2
ALK,BLM
TACC1,REG3A
RABL2B,RAB15
SPATA19,POLD4
FAM126A,STATH
RGL1,PTPRB
TMEM9,AMZ1
DCAF4,PRG2
LY6K,FBLIM1
ACTL8,PIK3CG
NTSR1,WDFY4
CACNA1E,RPTN
CFAP61,FERMT1
GFI1,PAX9
BEND6,TAS2R46
VOPP1,CCDC129
CNTN2,MLLT3
ATP2B2,ZBTB18
BCKDHA,FAM84B
LMF1,PDE6C
BRD1,LOC57862
TNXB,CYTIP
MFSD9,GPR183
TMCC2,CDC42SE1
CTRB1,SCFD1
PRSS38,TOMM20L
ARHGAP12,NOSIP
CPNE5,CD44
CARM1,ZNF286A
CACNA1C,LUZP1
MKI67IP,FAM9A
MFSD12,NUDT2
PCTP,PAPPA2
ZNF664,MTUS2
KAI1,SYNGAP1
ARSI,CTNNA2
ZFAT,FHL1
FOXO1,OLR1
CELF3,HPSE2
CABP7,SIGLEC11
NRCAM,SLC4A7
SERHL2,CLIP1
LTBP3,C3orf70
ROM1,RBBP7
CHRM2,SLC2A14
BTG4,CALML4
BPTF,ACAP3
KCNC4,SAMD9L
AOC3,CLVS2
SUSD6,PRDM16
RNF213,C14orf1
PDXK,MYH8
SLC36A1,TUBA3C
SYPL1,DNAL1
MMP9,S100A13
BLK,BHLHB9
HMGA1,EFCAB5
THOC5,LILRB2
ABCA7,TMSB15A
MLKL,KCNJ1
PML,NID2
PDE6A,ADGRF4
ACO2,PRB3
DNMT3B,HPCA
TMEM242,FAM24B
ARHGAP22,CCDC33
LY86,CSTA
KIF13A,PRKCH
LAX1,MESP2
ATP6V0E2,LGALS3
MAST3,KIF18B
PHF5A,PPP1R3A
TRAP1,CD74
ZBED4,PRR23A
TMEM51,MAGEH1
MBNL2,POLR2G
TBP,TRAT1
SRCIN1,HELT
TMEM87B,LCTL
SF1,NCOA7
CSPG4,C1orf61
TBC1D14,GJB6
RAPGEF3,DIAPH3
TMEM255B,ROBO4
FAM222A,DAD1
TSC22D2,ZNF805
BTF3,NEURL3
GNLY,IRF7
SLC22A5,FAM104B
TYW3,CPN1
PDIA5,CAPN2
ELF3,LY96
TSEN15,POU1F1
PICK1,ADGRA1
WDFY2,POU2F2
ALAS1,OTX2
NHEJ1,LIMK1
TVP23A,AMY2B
CELSR2,ACOXL
CELF2,SLCO4A1
CHD9,H6PD
SOWAHC,TAOK1
C12orf66,TPPP
NINL,SIGLEC14
KRT72,ERO1A
FAM118A,THBS2
SCG2,CLDN3
ARMS2,OR13C2
PRPF4B,BATF2
NFIX,GPA33
TSC22,MARCH7
ADAM12,PRDM10
C18orf8,CRIP1
PROSER2,SAPCD2
TIFAB,BGN
KLHDC1,CCL8
SLC50A1,GNAI1
LYL1,GIMAP1
CDK18,ZNF711
FGF19,SH3RF2
CPPED1,SHD
