PromEnh,PromOnly
MLLT3,SLC38A8
NUP160,NEUROD2
IGSF22,SATB1
NEUROG1,CNTN1
SH3GL2,NLGN1
USP24,PAX9
SC5DL,CT55
N4BP1,MYRIP
STARD13,AMBN
CLDN23,ZNF735
OXNAD1,PALM2-AKAP2
TRABD2B,XCR1
ANAPC4,ERC2
NXNL2,LAMB4
ZNF202,NRG1
MYEOV,MYH6
REP15,RGPD3
LHFPL2,NHLH2
SPOCK3,H1FX
COBLL1,GPHN
NAV2,SLC25A21
EMILIN2,CLEC1B
TKTL2,SRPX2
PPIF,UBE2U
TBX4,LRRC19
PTPRN2,SPOCK1
NUBP1,PTCH1
COX4I2,SYT12
TMPRSS11E,SPZ1
SNTB1,HCN1
FFAR4,GALNT13
TLE4,FMN1
IRS1,PLA2G1B
CPPED1,TRAF1
ZBTB43,PRRG1
CA8,SLC13A1
GMDS,TICAM2
SOS1,NEUROG1
FLT3,POTEF
LY86,RIMKLB
IQGAP2,OLIG2
MAT1A,LSAMP
ZNF334,SAMD4A
NPTX2,RFX6
FAM155B,ANKRD1
RABL2B,GGT1
IGLL5,GRM3
NRCAM,CDK15
ZNF827,KCNK3
CKAP4,FDCSP
PWWP2B,FAM83B
LDLRAP1,GPX5
NFATC1,PCDHA1
KCMF1,IL16
ARHGAP24,C2orf57
IRX3,FOXE1
CNOT11,KLF10
RICTOR,CYP19A1
TMEM201,ETNPPL
MSH6,ACKR1
PTPRC,PPP3R1
ZMYND8,OR2T34
PPIB,FBXL7
TGFBR1,FAM47A
DAP,IRX1
ASPH,SULT1C2
FOXB1,PMP2
ACTL7A,SRF
GKN2,TMEM109
SLC37A1,PHF1
WDR11,CCDC169-SOHLH2
DEGS1,CFTR
ASCL1,MDFIC
TEKT5,HMX1
SEMA6D,GUCY1A3
BOD1,HS6ST2
UTRN,DSCR4
BTBD3,FREM2
RGS6,SLC6A11
CDK1,MID1
MOCS2,ELF5
PUDP,POTEC
CRTAM,ANK2
ADAMTS3,KRTAP8-1
RAPGEF2,SLC1A6
JUN,ZNF334
AGPAT3,SGCZ
C6orf141,PNLIPRP1
SULF1,SCOC
GHR,CYP2C18
NTSR2,CPLX2
ITIH5,ALK
CCDC91,FAM155A
KIAA0556,WFDC12
XPNPEP1,VIPR2
WDSUB1,AKR1D1
SPATA31D1,PTGFR
MAD1L1,SLC25A38
HS3ST2,SYN3
NOL12,CNBD2
SGCG,PRR27
KSR2,TMPRSS5
SETX,BDH1
CYP19A1,OPALIN
MCF2L,PLAC1
MPRIP,SCGB1D1
CCDC71L,CLCA2
NRG1,REG1B
PDZRN4,CACNA1B
IRAK3,BRSK2
FAM78A,RFC4
RGS1,MANSC4
ALG10B,ROBO4
RBMY1A1,FUT9
TBX20,PI15
RRP15,DLC1
FLVCR2,YIPF7
SOCS7,MYL1
RPL32,CXorf66
FGF6,OBFC1
MTMR1,GNAT3
CYP2J2,TAS2R60
CROT,HMGB4
MBNL1,B4GALT2
BTLA,C8orf22
REL,FAM155B
APLP2,CRIP1
INO80C,B3GALT5
DMRTA2,MARCH10
PRDM1,NPAP1
TCERG1L,ZNF559
PLA2G10,LMNTD1
