PromEnh,PromOnly
SH3GLB2,SLC4A4
PPP1R32,PDE10A
PRKCD,CXorf36
SSUH2,KIAA1551
MYL4,ADCK4
BRD1,TM4SF20
SETX,TMEM259
NAP1L1,OXCT2
TBC1D14,LRRTM3
SERPINB1,ARHGEF18
DRC3,NRARP
WSB1,IFNAR2
SMARCD3,PTPN20
TSEN15,CCDC130
KCTD1,INPP5F
SLC8A1,HEPH
CDHR4,RASA4
HEG1,TBC1D17
CLEC14A,GAS2
MATN1,DOCK6
CCNJ,ACTB
CUBN,MAST4
SEMA4A,ALDH3A1
TADA2B,EZR
AQP9,ASNA1
NT5M,SLC35C1
SLC2A11,GNAT3
COG6,GALNT4
BCAN,CNOT7
CCDC12,CSN3
GFPT2,TRAT1
RRS1,NR2C2AP
RAB10,NEBL
NFIB,TMX3
ABCF2,FSIP2
FTSJ2,CBFA2T2
MTSS1L,FMR1
SORBS3,FAM83D
AK8,APBB1IP
C3orf70,WDR13
CYP2W1,ZNF121
PATZ1,IFRD1
FXYD6,CACNA1A
SRRM1,COX7B2
GJB3,MRPS17
NDE1,DNAAF2
CACNA1E,SMAD6
ATPAF2,SLC18A2
WDR72,PHF8
TAF1A,DEPDC1B
RAD51B,SYTL4
ARHGAP5,BCL2L12
PACSIN1,LSM14A
EPHA4,CARM1
DAAM1,KBTBD11
MKI67IP,SDHAF1
ZNRF2,IL6ST
PTPRJ,CLEC2D
C21orf58,HLA-F
NECAP2,IL20RB
IGSF21,REG1A
OSBPL5,CMSS1
CHI3L2,MROH2B
CABP4,NEDD4L
GPT2,MAGEB4
TMEM37,COX4I2
LGALS1,EFEMP1
DNMT3B,SULT1C2
VOPP1,CHCHD2
C8orf33,CYP4F11
MRGPRF,ZNF506
RASGEF1C,MKNK1
CELSR1,OR5D13
PLCD3,SERPINB2
RNP24,ABCC3
CHD2,ELL
CCS,WASH1
DERL1,FAAP20
MTFR1L,CDH9
TTC23,UQCRFS1
LY86,ATP5C1
UBE2F,CRX
OGFOD2,TRIM42
SPP2,SPRN
KAI1,EYA1
MRPS31,TFDP3
CYP26B1,COL8A1
VDAC3,DPYS
HSD17B3,TP53INP1
CRYBA4,FHL3
SLC22A16,TVP23C
HMX1,TVP23C-CDRT4
RNF207,ISYNA1
LMO4,NEFM
NOL12,DOCK8
PPP2R2B,TPSB2
ZNF385A,TMSB4X
KLHL8,PYGB
AKT1S1,PKM
RGMA,MAFA
SRC,RAD54L2
MBNL2,C19orf52
SAMHD1,ETNPPL
GPR107,CC2D1A
ERCC6L2,C19orf68
FAS,GCNT1
SNIP1,SLC41A2
TTLL11,PVRL3
RPH3AL,TCF25
REV1,GOLGA8H
PDGFA,MARCH8
PARP11,GFAP
SPRED2,COX19
FAM122B,MXI1
GSTP1,ADAP2
FMOD,PPAN
DCLK2,PPP2R5A
FAM150B,CTNNA3
TNK2,NRAS
LY6H,AIRE
GADD45GIP1,LRRTM4
SLC9A8,ACSL5
CHD9,IRAK3
PARP4,RANBP17
RAB11FIP3,CLCNKB
ISLR,HTN3
STK32A,LACC1
GPS1,DPPA2
CFAP61,MEDAG
PRKAA2,BCAT2
ARID1B,CMTM5
POLR2H,LTBP4
FOXE3,PRPF31
R3HCC1,NCLN
PTP4A3,CALR
CNOT6L,POLR2E
LARS2,ANKRD22
GNLY,FREM1
AGPAT3,FNDC3A
SOX10,MPDZ
FEM1B,ETV2
DCTPP1,PTPRH
