PromEnh,PromOnly
BCAR3,C11orf30
HRH2,CLK1
MSH2,CTAG1A
ABLIM2,ABCC4
TRIM25,MTHFD2L
DACT2,WASF3
PRKD1,ATIC
ADAP1,TFAP2A
PSMC1,RPH3AL
PTH1R,CEP120
ANGPTL1,ZNF799
RRP7A,KLF7
ALDH1A1,BMP5
ANKRD9,PRKAR1B
FLRT1,DUSP19
NR4A1,NME3
CGRRF1,SYTL2
ACKR3,CDH1
ASPDH,CBWD5
SLC45A4,UNC119
GLCE,ZNF576
RSPH1,MYLIP
SETBP1,GEMIN7
C9orf50,TSPEAR
VRK1,ZNF488
SPP1,S100A2
OTX2,STIM1
ITPR2,ARHGAP32
NTSR2,HNRNPK
GPC4,MFSD7
RAB20,DUS4L
RNF6,ASNS
