PromEnh,PromOnly
CAMK1D,LCE2C
CD58,LCE2B
CSNK1G3,LCE2A
HIVEP1,LCE1F
CCNYL1,LCE1E
TSPAN3,LCE1D
APLN,LCE1A
ZNF219,LCE6A
THRB,SMCP
LPAR1,IVL
SLITRK6,SPRR4
OPN4,SPRR1A
SLC25A28,SPRR3
RALGDS,SPRR1B
PDE6A,SPRR2D
RASAL1,SPRR2A
TFB1M,SPRR2B
HIST1H3E,SPRR2E
SYTL2,SPRR2F
MKI67,SPRR2G
LZTS1,LELP1
KDM7A,PRR9
ANK3,LOR
PDIA4,S100A9
CUL3,S100A12
TAB3,S100A8
SLC30A5,S100A7A
LYPD6B,S100A7L2
TBL3,S100A7
FANCI,S100A6
DAAM1,S100A5
TOMM20,S100A4
KL,S100A3
TEX26,S100A2
ADGRL1,S100A16
UBR5,S100A14
EDEM3,S100A13
FRMD3,S100A1
NDE1,CHTOP
TGIF1,SNAPIN
MYO5B,ILF2
ELN,NPR1
KCMF1,INTS3
NDUFA10,SLC27A3
PCDH1,GATAD2B
TPRG1,DENND4B
SNX1,CRTC2
PRDM11,SLC39A1
LOXL4,CREB3L4
DOCK4,JTB
DAPP1,RAB13
C1QTNF9,RPS27
